figure_id,paper_id,field,category,page,image_path,figure_x1,figure_y1,figure_x2,figure_y2,caption_x1,caption_y1,caption_x2,caption_y2
FIG_00008690,2605.29327v1,ML,cs.LG,33,figures/ML/FIG_00008690.png,257.24,138.75,938.03,453.97,380.72,467.9,810.09,490.75
FIG_00008691,2605.29326v1,ML,cs.LG,2,figures/ML/FIG_00008691.png,124.93,108.59,599.31,322.03,164.37,338.38,531.99,358.49
FIG_00008692,2605.29326v1,ML,cs.LG,3,figures/ML/FIG_00008692.png,111.02,109.14,611.15,314.28,128.72,324.91,574.43,343.29
FIG_00008693,2605.29326v1,ML,cs.LG,4,figures/ML/FIG_00008693.png,108.03,102.39,608.55,342.21,140.31,355.35,562.37,375.31
FIG_00008694,2605.29273v1,ML,cs.LG,6,figures/ML/FIG_00008694.png,178.68,108.34,1047.21,697.19,81.67,734.27,1143.76,892.01
FIG_00008695,2605.29273v1,ML,cs.LG,12,figures/ML/FIG_00008695.png,94.08,159.12,1137.39,792.04,165.57,815.34,1058.45,846.24
FIG_00008696,2605.29273v1,ML,cs.LG,12,figures/ML/FIG_00008696.png,102.83,447.7,1132.75,790.33,165.57,815.34,1058.45,846.24
FIG_00008697,2605.29273v1,ML,cs.LG,13,figures/ML/FIG_00008697.png,98.56,108.42,1127.53,452.51,82.96,475.21,1142.12,535.63
FIG_00008698,2605.29273v1,ML,cs.LG,14,figures/ML/FIG_00008698.png,98.99,557.37,1126.49,900.5,82.57,923.49,1142.53,984.02
FIG_00008699,2605.29273v1,ML,cs.LG,14,figures/ML/FIG_00008699.png,97.58,108.52,1128.05,453.12,83.58,474.63,1143.32,535.92
FIG_00008700,2605.29273v1,ML,cs.LG,15,figures/ML/FIG_00008700.png,97.3,395.12,1127.12,974.87,82.13,996.11,1142.98,1186.26
FIG_00008701,2605.29273v1,ML,cs.LG,16,figures/ML/FIG_00008701.png,103.8,107.97,1132.84,452.1,352.85,474.48,1094.87,505.13
FIG_00008702,2605.29263v1,ML,cs.LG,5,figures/ML/FIG_00008702.png,178.81,143.65,1010.51,771.79,141.23,784.68,1049.96,916.99
FIG_00008703,2605.29263v1,ML,cs.LG,10,figures/ML/FIG_00008703.png,196.49,522.44,993.12,1118.21,141.59,1140.64,994.05,1219.99
FIG_00008704,2605.29263v1,ML,cs.LG,11,figures/ML/FIG_00008704.png,176.25,210.94,1014.14,615.62,143.17,628.49,1047.12,707.11
FIG_00008705,2605.29263v1,ML,cs.LG,12,figures/ML/FIG_00008705.png,204.2,202.83,985.05,787.63,146.16,807.15,1047.58,887.3
FIG_00008706,2605.29249v1,ML,cs.LG,2,figures/ML/FIG_00008706.png,258.51,139.81,926.49,396.46,212.81,410.46,1011.95,499.24
FIG_00008707,2605.29249v1,ML,cs.LG,8,figures/ML/FIG_00008707.png,213.24,140.04,971.39,307.88,211.84,319.61,1011.93,409.14
FIG_00008708,2605.29249v1,ML,cs.LG,9,figures/ML/FIG_00008708.png,214.01,140.48,970.91,307.34,212.29,319.18,1011.87,452.02
FIG_00008709,2605.29249v1,ML,cs.LG,23,figures/ML/FIG_00008709.png,214.78,494.14,1009.86,921.52,212.95,931.11,1011.43,1085.31
FIG_00008710,2605.29249v1,ML,cs.LG,24,figures/ML/FIG_00008710.png,215.26,434.71,1010.41,995.33,212.86,1008.74,1012.39,1141.3
FIG_00008711,2605.29245v1,ML,cs.LG,3,figures/ML/FIG_00008711.png,633.38,106.47,1108.54,710.36,627.57,730.75,1117.92,792.47
FIG_00008712,2605.29236v1,ML,cs.LG,5,figures/ML/FIG_00008712.png,626.62,660.86,1075.27,941.39,619.3,963.89,1082.42,1083.95
FIG_00008713,2605.29236v1,ML,cs.LG,5,figures/ML/FIG_00008713.png,153.83,243.93,1070.58,408.33,140.87,530.25,1081.4,602.43
FIG_00008714,2605.29236v1,ML,cs.LG,5,figures/ML/FIG_00008714.png,145.32,660.41,600.42,902.08,141.51,920.86,606.01,1016.89
FIG_00008715,2605.29236v1,ML,cs.LG,6,figures/ML/FIG_00008715.png,623.33,780.15,1076.59,975.44,619.81,995.02,1082.02,1113.7
FIG_00008716,2605.29236v1,ML,cs.LG,6,figures/ML/FIG_00008716.png,627.88,415.72,1077.35,637.01,619.62,657.97,1083.48,753.22
FIG_00008717,2605.29236v1,ML,cs.LG,6,figures/ML/FIG_00008717.png,143.52,500.63,597.98,673.59,141.74,693.9,604.29,813.89
FIG_00008718,2605.29236v1,ML,cs.LG,7,figures/ML/FIG_00008718.png,624.05,154.43,1077.35,399.84,619.88,421.16,1083.67,540.79
FIG_00008719,2605.29236v1,ML,cs.LG,8,figures/ML/FIG_00008719.png,176.41,156.67,1073.03,525.7,142.19,549.72,1082.63,621.81
FIG_00008720,2605.29228v1,ML,cs.LG,2,figures/ML/FIG_00008720.png,143.66,149.17,1080.31,635.36,141.87,650.98,1082.04,861.68
FIG_00008721,2605.29228v1,ML,cs.LG,6,figures/ML/FIG_00008721.png,210.06,139.55,1013.69,1130.39,141.39,1140.91,1082.85,1241.1
FIG_00008722,2605.29228v1,ML,cs.LG,11,figures/ML/FIG_00008722.png,160.08,147.23,1065.43,878.72,142.27,884.24,1082.43,1062.87
FIG_00008723,2605.29228v1,ML,cs.LG,13,figures/ML/FIG_00008723.png,149.97,145.69,1077.19,491.59,141.88,498.72,1082.08,677.36
FIG_00008724,2605.29228v1,ML,cs.LG,21,figures/ML/FIG_00008724.png,143.78,213.93,1068.05,990.2,141.91,1035.37,1082.34,1150.11
FIG_00008725,2605.29228v1,ML,cs.LG,22,figures/ML/FIG_00008725.png,159.66,151.95,1067.5,907.61,141.92,953.35,1082.27,1069.33
FIG_00008726,2605.29228v1,ML,cs.LG,23,figures/ML/FIG_00008726.png,145.99,150.98,1068.19,924.23,141.46,973.51,1081.66,1073.64
FIG_00008727,2605.29228v1,ML,cs.LG,24,figures/ML/FIG_00008727.png,144.09,149.92,1068.01,926.58,141.94,973.58,1082.6,1073.58
FIG_00008728,2605.29228v1,ML,cs.LG,25,figures/ML/FIG_00008728.png,159.56,151.7,1067.81,907.28,141.74,953.19,1081.76,1069.4
FIG_00008729,2605.29228v1,ML,cs.LG,26,figures/ML/FIG_00008729.png,152.0,151.15,1063.53,944.25,141.76,973.29,1081.74,1104.97
FIG_00008730,2605.29228v1,ML,cs.LG,27,figures/ML/FIG_00008730.png,169.41,134.49,1026.37,761.39,140.41,791.49,1081.32,828.07
FIG_00008731,2605.29228v1,ML,cs.LG,28,figures/ML/FIG_00008731.png,148.87,175.48,1075.58,585.83,141.84,628.0,1082.01,742.28
FIG_00008732,2605.29228v1,ML,cs.LG,29,figures/ML/FIG_00008732.png,141.2,147.51,1081.91,922.96,142.58,942.4,1081.39,1087.6
FIG_00008733,2605.29223v2,ML,cs.LG,2,figures/ML/FIG_00008733.png,631.86,884.86,1115.01,1251.43,627.34,1262.49,1115.67,1306.83
FIG_00008734,2605.29223v2,ML,cs.LG,7,figures/ML/FIG_00008734.png,630.3,142.48,1113.59,420.25,627.36,432.99,1117.8,526.45
FIG_00008735,2605.29223v2,ML,cs.LG,8,figures/ML/FIG_00008735.png,113.06,731.59,589.78,1084.23,105.6,1100.34,595.66,1146.62
FIG_00008736,2605.29208v1,ML,cs.LG,10,figures/ML/FIG_00008736.png,198.12,663.05,971.42,1083.67,178.32,1113.16,1046.86,1249.53
FIG_00008737,2605.29208v1,ML,cs.LG,12,figures/ML/FIG_00008737.png,165.24,808.79,974.33,1278.21,178.13,1309.28,1048.4,1391.69
FIG_00008738,2605.29208v1,ML,cs.LG,14,figures/ML/FIG_00008738.png,155.87,680.05,1071.58,1123.03,177.5,1150.38,1048.75,1258.26
FIG_00008739,2605.29202v1,ML,cs.LG,3,figures/ML/FIG_00008739.png,125.44,102.28,1097.51,564.23,328.13,579.88,1070.0,604.31
FIG_00008740,2605.29202v1,ML,cs.LG,6,figures/ML/FIG_00008740.png,122.5,97.53,1100.54,353.96,93.1,365.72,1125.93,414.55
FIG_00008741,2605.29202v1,ML,cs.LG,7,figures/ML/FIG_00008741.png,125.93,101.89,571.4,362.96,95.52,378.94,601.07,426.67
FIG_00008742,2605.29190v1,ML,cs.LG,2,figures/ML/FIG_00008742.png,216.76,144.84,1009.21,568.46,212.32,580.45,1010.56,647.1
FIG_00008743,2605.29190v1,ML,cs.LG,5,figures/ML/FIG_00008743.png,314.62,144.83,907.92,462.57,212.92,477.14,1011.28,565.99
FIG_00008744,2605.29190v1,ML,cs.LG,5,figures/ML/FIG_00008744.png,315.21,144.48,908.03,462.81,212.92,477.14,1011.28,565.99
FIG_00008745,2605.29190v1,ML,cs.LG,6,figures/ML/FIG_00008745.png,215.64,145.93,1007.89,305.2,213.32,337.72,1011.33,427.77
FIG_00008746,2605.29190v1,ML,cs.LG,6,figures/ML/FIG_00008746.png,214.44,453.05,1006.25,737.66,213.39,771.07,1010.41,859.94
FIG_00008747,2605.29190v1,ML,cs.LG,7,figures/ML/FIG_00008747.png,221.79,150.61,1006.0,392.5,212.73,429.8,1010.12,517.98
FIG_00008748,2605.29190v1,ML,cs.LG,9,figures/ML/FIG_00008748.png,215.93,166.13,1008.51,383.26,212.72,395.28,1012.55,483.53
FIG_00008749,2605.29190v1,ML,cs.LG,14,figures/ML/FIG_00008749.png,228.04,148.86,997.09,412.58,213.17,421.22,1011.41,553.68
FIG_00008750,2605.29190v1,ML,cs.LG,15,figures/ML/FIG_00008750.png,218.74,147.48,1001.68,746.18,213.09,759.42,1011.15,980.47
FIG_00008751,2605.29190v1,ML,cs.LG,18,figures/ML/FIG_00008751.png,277.31,542.96,944.69,774.18,246.82,789.66,970.13,811.6
FIG_00008752,2605.29190v1,ML,cs.LG,18,figures/ML/FIG_00008752.png,338.63,149.3,883.55,448.57,212.23,466.77,1012.98,512.61
FIG_00008753,2605.29190v1,ML,cs.LG,19,figures/ML/FIG_00008753.png,276.35,174.5,945.63,374.46,236.24,388.29,970.83,412.43
FIG_00008754,2605.29190v1,ML,cs.LG,19,figures/ML/FIG_00008754.png,216.37,440.25,546.67,668.45,211.99,682.34,1011.81,749.8
FIG_00008755,2605.29190v1,ML,cs.LG,19,figures/ML/FIG_00008755.png,563.74,439.45,1005.98,616.61,561.5,629.05,1009.71,670.27
FIG_00008756,2605.29190v1,ML,cs.LG,24,figures/ML/FIG_00008756.png,224.2,415.59,1000.66,586.51,212.48,604.29,1014.65,673.31
FIG_00008757,2605.29190v1,ML,cs.LG,24,figures/ML/FIG_00008757.png,222.49,220.21,993.8,587.06,212.48,604.29,1014.65,673.31
FIG_00008758,2605.29190v1,ML,cs.LG,24,figures/ML/FIG_00008758.png,265.86,244.24,960.87,378.37,212.48,604.29,1014.65,673.31
FIG_00008759,2605.29190v1,ML,cs.LG,25,figures/ML/FIG_00008759.png,219.3,939.82,1005.81,1261.18,212.43,1273.82,1011.53,1342.43
FIG_00008760,2605.29172v1,ML,cs.LG,14,figures/ML/FIG_00008760.png,108.61,121.06,1032.4,854.67,102.37,876.39,1042.49,1024.95
FIG_00008761,2605.29172v1,ML,cs.LG,16,figures/ML/FIG_00008761.png,106.7,119.65,1036.75,614.5,103.27,634.56,1042.65,877.02
FIG_00008762,2605.29172v1,ML,cs.LG,18,figures/ML/FIG_00008762.png,107.52,114.29,1040.55,1010.15,102.61,1036.67,1043.08,1135.76
FIG_00008763,2605.29172v1,ML,cs.LG,19,figures/ML/FIG_00008763.png,107.86,118.38,1041.33,776.63,102.79,807.67,1042.31,907.48
FIG_00008764,2605.29172v1,ML,cs.LG,36,figures/ML/FIG_00008764.png,108.07,250.47,1033.04,982.16,103.2,1004.62,1042.62,1247.13
FIG_00008765,2605.29172v1,ML,cs.LG,37,figures/ML/FIG_00008765.png,107.32,142.05,1035.88,376.25,104.0,395.06,1041.48,589.36
FIG_00008766,2605.29172v1,ML,cs.LG,37,figures/ML/FIG_00008766.png,107.36,655.66,1032.08,1186.94,103.36,1204.99,1042.07,1353.53
FIG_00008767,2605.29172v1,ML,cs.LG,37,figures/ML/FIG_00008767.png,107.88,655.65,1032.96,1186.55,103.36,1204.99,1042.07,1353.53
FIG_00008768,2605.29172v1,ML,cs.LG,38,figures/ML/FIG_00008768.png,106.91,209.57,1041.32,1103.7,102.96,1131.45,1043.33,1280.7
FIG_00008769,2605.29172v1,ML,cs.LG,39,figures/ML/FIG_00008769.png,112.65,227.94,1025.53,580.47,129.67,616.34,1012.88,645.69
FIG_00008770,2605.29172v1,ML,cs.LG,39,figures/ML/FIG_00008770.png,108.99,883.92,1026.91,1138.17,102.88,1168.81,1042.75,1269.42
FIG_00008771,2605.29172v1,ML,cs.LG,40,figures/ML/FIG_00008771.png,344.74,496.93,801.01,854.56,102.66,876.96,1042.39,1001.65
FIG_00008772,2605.29158v1,ML,cs.LG,4,figures/ML/FIG_00008772.png,618.94,135.43,1078.13,531.86,612.91,548.02,1086.2,689.12
FIG_00008773,2605.29158v1,ML,cs.LG,7,figures/ML/FIG_00008773.png,230.67,232.57,738.65,1059.2,108.01,1093.79,793.68,1194.01
FIG_00008774,2605.29156v1,ML,cs.LG,8,figures/ML/FIG_00008774.png,328.28,167.6,897.1,535.01,127.9,557.35,1096.57,654.31
FIG_00008775,2605.29156v1,ML,cs.LG,11,figures/ML/FIG_00008775.png,158.79,1064.54,1066.25,1273.04,127.2,1292.53,1098.19,1365.45
FIG_00008776,2605.29156v1,ML,cs.LG,11,figures/ML/FIG_00008776.png,156.94,253.83,1053.44,981.31,128.89,999.48,1097.29,1048.77
FIG_00008777,2605.29156v1,ML,cs.LG,11,figures/ML/FIG_00008777.png,159.92,788.72,1066.56,979.62,128.89,999.48,1097.29,1048.77
FIG_00008778,2605.29156v1,ML,cs.LG,21,figures/ML/FIG_00008778.png,136.66,918.95,1090.16,1146.41,127.57,1166.68,1096.11,1216.31
FIG_00008779,2605.29156v1,ML,cs.LG,21,figures/ML/FIG_00008779.png,135.63,607.18,1089.77,821.18,128.18,842.07,1095.55,891.57
FIG_00008780,2605.29152v1,ML,cs.LG,2,figures/ML/FIG_00008780.png,258.98,150.78,966.75,584.23,213.14,605.85,1012.33,737.88
FIG_00008781,2605.29152v1,ML,cs.LG,4,figures/ML/FIG_00008781.png,292.12,143.99,914.19,593.08,211.96,612.53,1011.82,745.4
FIG_00008782,2605.29152v1,ML,cs.LG,5,figures/ML/FIG_00008782.png,302.73,149.77,922.75,626.43,213.38,642.48,1012.49,797.35
FIG_00008783,2605.29152v1,ML,cs.LG,6,figures/ML/FIG_00008783.png,298.62,148.68,924.7,504.64,212.64,527.53,1011.71,639.81
FIG_00008784,2605.29152v1,ML,cs.LG,7,figures/ML/FIG_00008784.png,217.46,146.0,1008.13,393.18,212.92,415.33,1013.32,503.79
FIG_00008785,2605.29152v1,ML,cs.LG,8,figures/ML/FIG_00008785.png,232.92,145.68,989.88,584.73,213.27,608.71,1013.12,764.48
FIG_00008786,2605.29152v1,ML,cs.LG,21,figures/ML/FIG_00008786.png,220.73,404.49,1004.7,887.76,212.57,912.79,1012.87,981.72
FIG_00008787,2605.29152v1,ML,cs.LG,24,figures/ML/FIG_00008787.png,220.48,505.49,1005.66,987.75,212.23,1014.05,1011.3,1082.43
FIG_00008788,2605.29152v1,ML,cs.LG,33,figures/ML/FIG_00008788.png,216.12,199.32,994.87,1019.01,214.1,1042.56,1011.46,1395.23
FIG_00008789,2605.29139v1,ML,cs.LG,8,figures/ML/FIG_00008789.png,208.76,140.72,971.44,566.78,141.75,597.22,1050.53,771.33
FIG_00008790,2605.29139v1,ML,cs.LG,14,figures/ML/FIG_00008790.png,191.91,911.52,988.02,1201.75,141.68,1236.87,1049.58,1294.62
FIG_00008791,2605.29139v1,ML,cs.LG,15,figures/ML/FIG_00008791.png,153.67,491.33,1030.76,782.99,141.9,812.18,1050.98,900.05
FIG_00008792,2605.29139v1,ML,cs.LG,16,figures/ML/FIG_00008792.png,151.67,852.21,1036.34,1135.6,141.62,1198.96,1050.57,1285.95
FIG_00008793,2605.29139v1,ML,cs.LG,16,figures/ML/FIG_00008793.png,169.1,216.06,1014.57,605.58,142.27,635.16,1051.75,721.65
FIG_00008794,2605.29139v1,ML,cs.LG,17,figures/ML/FIG_00008794.png,150.52,291.75,1040.24,625.48,142.09,682.58,1050.02,797.88
FIG_00008795,2605.29139v1,ML,cs.LG,27,figures/ML/FIG_00008795.png,217.96,263.56,967.07,684.8,140.73,717.28,1051.14,805.36
FIG_00008796,2605.29139v1,ML,cs.LG,27,figures/ML/FIG_00008796.png,170.58,1050.25,1016.74,1308.13,141.7,1342.75,1052.56,1429.18
FIG_00008797,2605.29136v1,ML,cs.LG,1,figures/ML/FIG_00008797.png,633.22,446.32,1106.82,665.1,632.57,683.67,1111.21,813.75
FIG_00008798,2605.29136v1,ML,cs.LG,3,figures/ML/FIG_00008798.png,640.17,430.24,1109.76,714.36,632.01,731.26,1111.28,842.1
FIG_00008799,2605.29136v1,ML,cs.LG,3,figures/ML/FIG_00008799.png,131.13,142.06,1102.3,300.92,114.21,302.04,1110.01,390.59
FIG_00008800,2605.29136v1,ML,cs.LG,7,figures/ML/FIG_00008800.png,638.95,144.24,1104.6,640.76,633.2,663.73,1111.16,793.42
FIG_00008801,2605.29136v1,ML,cs.LG,14,figures/ML/FIG_00008801.png,162.4,1021.09,1059.51,1246.52,113.9,1266.72,1111.41,1356.23
FIG_00008802,2605.29136v1,ML,cs.LG,15,figures/ML/FIG_00008802.png,121.69,262.72,1109.01,637.48,113.5,657.46,1110.8,746.23
FIG_00008803,2605.29136v1,ML,cs.LG,17,figures/ML/FIG_00008803.png,355.79,143.71,869.68,691.45,312.12,720.62,911.72,744.26
FIG_00008804,2605.29136v1,ML,cs.LG,18,figures/ML/FIG_00008804.png,120.04,1006.13,1101.86,1354.53,114.08,1377.27,1109.33,1420.86
FIG_00008805,2605.29136v1,ML,cs.LG,18,figures/ML/FIG_00008805.png,614.04,1008.53,1101.32,1333.03,114.08,1377.27,1109.33,1420.86
FIG_00008806,2605.29136v1,ML,cs.LG,19,figures/ML/FIG_00008806.png,118.27,148.42,1104.17,489.73,115.26,512.14,1109.87,555.86
FIG_00008807,2605.29128v1,ML,cs.LG,2,figures/ML/FIG_00008807.png,617.87,378.72,1078.61,669.78,612.59,687.17,1084.05,728.13
FIG_00008808,2605.29128v1,ML,cs.LG,3,figures/ML/FIG_00008808.png,113.01,136.62,575.86,419.55,108.67,435.66,582.17,537.54
FIG_00008809,2605.29128v1,ML,cs.LG,5,figures/ML/FIG_00008809.png,115.11,139.31,1076.44,443.42,107.0,461.35,1085.59,522.15
FIG_00008810,2605.29128v1,ML,cs.LG,5,figures/ML/FIG_00008810.png,108.52,682.18,578.3,1273.55,155.25,1286.62,532.88,1308.1
FIG_00008811,2605.29128v1,ML,cs.LG,6,figures/ML/FIG_00008811.png,112.83,119.34,1078.59,447.9,107.64,463.79,1084.53,507.39
FIG_00008812,2605.29114v1,ML,cs.LG,1,figures/ML/FIG_00008812.png,261.78,1040.49,957.08,1378.64,211.88,1390.15,1011.34,1436.87
FIG_00008813,2605.29114v1,ML,cs.LG,4,figures/ML/FIG_00008813.png,308.08,143.34,919.85,383.36,211.07,397.92,1011.23,441.4
FIG_00008814,2605.29114v1,ML,cs.LG,9,figures/ML/FIG_00008814.png,833.24,436.02,1008.86,573.41,830.39,585.44,1010.57,652.28
FIG_00008815,2605.29114v1,ML,cs.LG,9,figures/ML/FIG_00008815.png,765.2,145.52,1007.01,346.56,759.59,361.71,1010.41,407.19
FIG_00008816,2605.29114v1,ML,cs.LG,14,figures/ML/FIG_00008816.png,381.4,590.92,845.73,980.03,406.85,998.35,817.88,1023.19
FIG_00008817,2605.29114v1,ML,cs.LG,15,figures/ML/FIG_00008817.png,217.45,140.96,1007.49,628.43,211.73,645.45,1011.0,689.34
FIG_00008818,2605.29114v1,ML,cs.LG,16,figures/ML/FIG_00008818.png,217.05,140.84,1007.57,630.22,211.83,645.11,1011.5,690.38
FIG_00008819,2605.29114v1,ML,cs.LG,20,figures/ML/FIG_00008819.png,216.63,194.38,998.8,651.2,212.54,667.59,1010.64,734.6
FIG_00008820,2605.29114v1,ML,cs.LG,20,figures/ML/FIG_00008820.png,217.07,847.16,999.3,1308.22,212.08,1323.57,1011.62,1390.65
FIG_00008821,2605.29108v1,ML,cs.LG,2,figures/ML/FIG_00008821.png,470.32,159.9,752.1,435.39,286.22,465.35,937.42,489.66
FIG_00008822,2605.29108v1,ML,cs.LG,4,figures/ML/FIG_00008822.png,641.85,674.26,993.56,818.52,624.8,833.13,1013.62,923.16
FIG_00008823,2605.29108v1,ML,cs.LG,4,figures/ML/FIG_00008823.png,234.09,690.01,584.95,819.39,213.88,834.96,600.22,901.15
FIG_00008824,2605.29108v1,ML,cs.LG,5,figures/ML/FIG_00008824.png,297.12,454.76,932.15,675.26,212.7,700.68,1010.93,789.47
FIG_00008825,2605.29108v1,ML,cs.LG,8,figures/ML/FIG_00008825.png,403.49,1097.07,789.94,1352.14,212.25,1367.25,1012.91,1413.81
FIG_00008826,2605.29108v1,ML,cs.LG,10,figures/ML/FIG_00008826.png,309.62,882.39,910.61,1340.72,441.64,1353.67,780.78,1377.8
FIG_00008827,2605.29108v1,ML,cs.LG,10,figures/ML/FIG_00008827.png,424.04,444.73,806.63,626.98,307.39,642.35,914.74,666.17
FIG_00008828,2605.29108v1,ML,cs.LG,11,figures/ML/FIG_00008828.png,410.63,324.6,811.74,442.81,359.84,458.26,861.69,481.52
FIG_00008829,2605.29108v1,ML,cs.LG,11,figures/ML/FIG_00008829.png,289.77,758.85,930.42,937.67,342.03,951.28,881.51,975.8
FIG_00008830,2605.29108v1,ML,cs.LG,12,figures/ML/FIG_00008830.png,458.3,517.87,763.35,723.96,212.32,740.07,1010.73,785.03
FIG_00008831,2605.29108v1,ML,cs.LG,12,figures/ML/FIG_00008831.png,441.3,146.45,782.99,410.79,212.58,425.35,1011.69,492.11
FIG_00008832,2605.29101v1,ML,cs.LG,4,figures/ML/FIG_00008832.png,157.63,572.08,531.99,1011.04,108.48,1023.43,581.11,1064.59
FIG_00008833,2605.29101v1,ML,cs.LG,4,figures/ML/FIG_00008833.png,639.62,1089.78,1057.87,1372.92,611.44,1388.63,1085.81,1429.02
FIG_00008834,2605.29101v1,ML,cs.LG,12,figures/ML/FIG_00008834.png,356.37,136.91,836.97,376.52,411.85,389.39,779.46,411.18
FIG_00008835,2605.29101v1,ML,cs.LG,12,figures/ML/FIG_00008835.png,111.67,504.48,1078.68,780.7,334.83,791.6,857.84,814.14
FIG_00008836,2605.29101v1,ML,cs.LG,13,figures/ML/FIG_00008836.png,260.41,141.48,933.3,878.88,108.29,892.27,1086.25,954.29
FIG_00008837,2605.29101v1,ML,cs.LG,14,figures/ML/FIG_00008837.png,206.14,131.94,991.1,722.49,332.08,732.11,859.84,755.93
FIG_00008838,2605.29101v1,ML,cs.LG,14,figures/ML/FIG_00008838.png,209.2,135.27,989.44,368.93,401.83,379.41,794.29,398.1
FIG_00008839,2605.29101v1,ML,cs.LG,15,figures/ML/FIG_00008839.png,113.93,649.34,1080.01,848.56,310.91,858.99,880.74,881.79
FIG_00008840,2605.29101v1,ML,cs.LG,15,figures/ML/FIG_00008840.png,253.04,139.14,940.89,574.85,317.03,585.41,874.65,608.45
FIG_00008841,2605.29092v1,ML,cs.LG,3,figures/ML/FIG_00008841.png,658.51,145.03,1075.07,362.14,705.68,374.7,1034.93,400.1
FIG_00008842,2605.29092v1,ML,cs.LG,3,figures/ML/FIG_00008842.png,143.3,214.41,562.64,385.88,185.8,401.9,525.67,426.97
FIG_00008843,2605.29092v1,ML,cs.LG,4,figures/ML/FIG_00008843.png,377.53,149.78,834.45,347.19,141.63,387.44,1084.21,496.79
FIG_00008844,2605.29092v1,ML,cs.LG,6,figures/ML/FIG_00008844.png,380.35,146.87,843.97,293.02,141.12,323.71,1084.48,431.15
FIG_00008845,2605.29092v1,ML,cs.LG,9,figures/ML/FIG_00008845.png,371.88,483.33,850.98,698.28,140.29,719.39,1082.89,881.89
FIG_00008846,2605.29092v1,ML,cs.LG,9,figures/ML/FIG_00008846.png,377.47,143.3,842.42,385.74,140.68,411.45,1083.72,465.21
FIG_00008847,2605.29092v1,ML,cs.LG,11,figures/ML/FIG_00008847.png,167.67,147.2,1057.51,325.03,140.93,349.54,1083.45,455.77
FIG_00008848,2605.29075v1,ML,cs.LG,1,figures/ML/FIG_00008848.png,651.33,433.67,1006.94,814.53,609.48,830.06,1051.98,901.98
FIG_00008849,2605.29075v1,ML,cs.LG,6,figures/ML/FIG_00008849.png,615.45,630.36,1047.43,891.94,609.28,912.16,1053.35,959.72
FIG_00008850,2605.29075v1,ML,cs.LG,8,figures/ML/FIG_00008850.png,281.93,146.29,911.08,471.26,139.04,494.54,1050.39,543.16
FIG_00008851,2605.29075v1,ML,cs.LG,8,figures/ML/FIG_00008851.png,615.77,584.47,1046.65,746.63,609.96,753.76,1050.69,800.46
FIG_00008852,2605.29075v1,ML,cs.LG,8,figures/ML/FIG_00008852.png,615.63,584.66,1046.63,746.49,609.96,753.76,1050.69,800.46
FIG_00008853,2605.29075v1,ML,cs.LG,14,figures/ML/FIG_00008853.png,242.12,151.29,953.61,460.26,139.33,486.51,1051.49,582.42
FIG_00008854,2605.29072v1,ML,cs.LG,10,figures/ML/FIG_00008854.png,121.98,1042.37,1072.81,1225.4,266.6,1241.27,1055.33,1282.54
FIG_00008855,2605.29072v1,ML,cs.LG,11,figures/ML/FIG_00008855.png,122.36,227.9,1073.37,410.06,119.17,427.18,1075.95,468.07
FIG_00008856,2605.29072v1,ML,cs.LG,11,figures/ML/FIG_00008856.png,122.0,1075.67,1072.82,1255.64,119.21,1272.36,1076.17,1313.01
FIG_00008857,2605.29072v1,ML,cs.LG,12,figures/ML/FIG_00008857.png,122.83,228.5,1073.86,410.21,119.56,427.63,1076.03,467.29
FIG_00008858,2605.29072v1,ML,cs.LG,13,figures/ML/FIG_00008858.png,121.44,230.02,1072.22,470.96,119.55,489.01,1074.8,546.95
FIG_00008859,2605.29072v1,ML,cs.LG,14,figures/ML/FIG_00008859.png,120.26,436.6,1072.96,1220.76,119.88,1235.12,1074.73,1293.02
FIG_00008860,2605.29072v1,ML,cs.LG,14,figures/ML/FIG_00008860.png,610.47,449.98,1071.14,1185.92,622.48,1198.82,1009.43,1216.85
FIG_00008861,2605.29072v1,ML,cs.LG,14,figures/ML/FIG_00008861.png,122.06,451.54,587.78,1212.37,119.88,1235.12,1074.73,1293.02
FIG_00008862,2605.29072v1,ML,cs.LG,15,figures/ML/FIG_00008862.png,121.68,714.72,1072.06,956.05,120.04,973.65,1074.1,1032.41
FIG_00008863,2605.29072v1,ML,cs.LG,16,figures/ML/FIG_00008863.png,119.85,437.52,1072.6,1217.45,120.13,1234.5,1075.2,1293.7
FIG_00008864,2605.29058v1,ML,cs.LG,4,figures/ML/FIG_00008864.png,642.16,427.31,1107.39,588.97,634.67,598.82,1118.06,708.1
FIG_00008865,2605.29058v1,ML,cs.LG,4,figures/ML/FIG_00008865.png,130.74,173.71,558.34,387.51,105.89,391.83,590.92,478.54
FIG_00008866,2605.29058v1,ML,cs.LG,6,figures/ML/FIG_00008866.png,637.72,641.61,1111.89,786.58,633.99,794.78,1118.76,859.4
FIG_00008867,2605.29058v1,ML,cs.LG,6,figures/ML/FIG_00008867.png,638.14,307.71,1114.24,517.29,634.13,522.36,1117.71,609.47
FIG_00008868,2605.29058v1,ML,cs.LG,6,figures/ML/FIG_00008868.png,109.54,870.55,584.71,1090.3,105.9,1096.34,591.71,1182.13
FIG_00008869,2605.29058v1,ML,cs.LG,6,figures/ML/FIG_00008869.png,108.98,851.57,584.88,1090.45,105.9,1096.34,591.71,1182.13
